Core,Coring device,Latitude,Longitude,Water depth (m),Ocean,Sample depth - upper (m),Sample depth - lower (m),calendar age estimate (cal ky BP),Chronostratigraphic quality (chronozone level),sedimentation rate (cm/ky),Laboratory,Instrument,Publication,added by (name),date of addition,Orbulina universa,Globigerinoides conglobatus,Globigerinoides ruber,Globoturborotalita tenella,Globigerinoides sacc,Sphaeroidinella dehiscens,Globigerinella adamsi,Globigerinella siphonifera,Globigerinella calida,Globigerina bulloides,Globigerina falconensis,Beela digitata,Globoturborotalita rubescens,Turborotalita quinqueloba,Neogloboquadrina pachyderma L,Neogloboquadrina pachyderma R,Neogloboquadrina dutertrei,Globoquadrina conglomerata,Globorotaloides hexagonus,Pulleniatina obliquiloculata,Globorotalia inflata,Globorotalia truncatulinoides,Globorotalia crassaformis,Globorotalia crassula,Globorotalia hirsuta,Globorotalia scitula,Dentagloborotalia anfracta,Globorotalia menardii flexuosa,Globorotalia menardii & Globorotalia tumida,Candeina nitida ,Globigerinita glutinata,Globorotalia theyeri,Tenuitella iota,Turborotalita humilis & Berggrenia pumilio,Globigerinita uvula,Other ID,Other UnID
V28-14,,64.783,-29.57,-1855,North Atlantic,1.7,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97,2.7,0,,,0,0,0,0,,0,0,,,0,0,0.3,,,0,0,,
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.23,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97.6,2.4,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.35,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,99.1,0.9,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.68,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,99.1,0.9,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
HU87-033-008,,62.6485,-53.8845,,North Atlantic,3.03,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,99.1,0.9,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
HU87-033-008,,62.6485,-53.8845,,North Atlantic,3.14,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,98.5,1.5,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK16397-2,,61.8725,-11.1787,-1145,North Atlantic,0.1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,1.4,95.1,2.9,0,,,0,0,0,0,,0,0,,,0,0,0.6,,,0,0,,
GIK16397-2,,61.8725,-11.1787,-1145,North Atlantic,0.6,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.2,0,0,0,1.3,95.9,2.6,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK16397-2,,61.8725,-11.1787,-1145,North Atlantic,0.7,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,1.7,95.9,2.4,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK16397-2,,61.8725,-11.1787,-1145,North Atlantic,0.82,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.1,0,0,0,1.6,96.8,1.5,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK16397-2,,61.8725,-11.1787,-1145,North Atlantic,1.02,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.2,0,0,0,1.8,94,3.6,0,,,0,0,0,0,,0,0,,,0,0,0.3,,,0,0,,
GIK16397-2,,61.8725,-11.1787,-1145,North Atlantic,1.2,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,2.3,94.9,2.5,0,,,0,0,0,0,,0,0,,,0,0,0.3,,,0,0,,
GIK16397-2,,61.8725,-11.1787,-1145,North Atlantic,1.6,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,2.7,94.4,2.5,0,,,0,0,0,0,,0,0,,,0,0,0.5,,,0,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,3.3,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.1,0,0,0,1.6,94.1,4.1,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,3.5,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.6,0,0,0,2.9,93.6,2.9,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,3.6,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.2,0,0,0,1.1,95.6,3.2,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,3.7,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.2,0,0,0,0.7,96.4,2.7,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,3.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.1,0,0,0,0.1,96.7,2.8,0,,,0,0,0,0,,0,0,,,0,0,0.3,,,0,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,3.9,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0.7,94.8,4.4,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,3.98,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0.7,95.6,3.6,0,,,0,0,0,0,,0,0,,,0,0,0.1,,,0,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,4.02,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.2,0,0,0,2.4,94.3,3.1,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,4.1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.6,0,0,0,1.6,94.2,3.6,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,4.2,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.4,0,0,0,1.8,94.2,3.6,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,4.3,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,1.5,0,0,0,2.1,93.4,3.1,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,4.4,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.4,0,0,0,1.7,95.8,2,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,4.5,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.3,0,0,0,1.2,95.2,3.3,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,4.6,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.1,0,0,0,0.8,96,3.1,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,4.7,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0.4,95.9,3.8,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,4.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.1,0,0,0,0.3,95.7,3.7,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,4.9,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.4,0,0,0,0.4,96.4,2.9,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,4.98,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,1.1,95.8,2.9,0,,,0,0,0,0,,0,0,,,0,0,0.3,,,0,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,5.02,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0.3,96.4,3.3,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,5.1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.2,0,0,0,0.6,96.3,2.9,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,5.2,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.2,0,0,0,1.1,95.6,3.1,0,,,0,0,0,0,,0,0,,,0,0,0.1,,,0,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,5.3,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,1,0,0,0,1.9,95.4,2.5,0,,,0,0,0,0,,0,0,,,0,0,0.1,,,0.1,0,,
GIK16396-1,,61.8722,-11.2423,-1145,North Atlantic,5.4,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.8,0,0,0,2.2,93.4,3.5,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
SU90-I06,,59.5217,-39.445,-1315,North Atlantic,0.21,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,96.7,3.1,0.2,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
SU90-I06,,59.5217,-39.445,-1315,North Atlantic,0.23,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.5,0,0,0,0,98.2,0.9,0.4,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
BOFS16K,,59.4693,-23.2427,,North Atlantic,0.44,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.8,0,0,0,7.1,86.2,4.1,0,,,0,0.2,0,0,,0,0,,,0,0,0,,,0,0,,
BOFS16K,,59.4693,-23.2427,,North Atlantic,0.48,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,7.8,0,0,0,6.3,79.9,3,0,,,0,0,0,0,,0,0.8,,,0,0,0.5,,,0,0,,
SO82_5-2,,59.1862,-30.9048,-1416,North Atlantic,1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.7,0,0,0,0.7,95.6,2.7,0,,,0,0,0,0,,0,0,,,0,0,0.3,,,0,0,,
SO82_5-2,,59.1862,-30.9048,-1416,North Atlantic,1.05,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.4,0,0,0,0.5,96.8,2.1,0,,,0,0,0,0,,0,0,,,0,0,0.2,,,0,0,,
SO82_5-2,,59.1862,-30.9048,-1416,North Atlantic,1.1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.3,0,0,0,0.3,97.2,2,0,,,0,0,0,0,,0,0,,,0,0,0.2,,,0,0,,
SO82_5-2,,59.1862,-30.9048,-1416,North Atlantic,1.15,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.5,0,0,0,0.2,97.5,1.6,0,,,0,0,0,0,,0,0,,,0,0,0.2,,,0,0,,
SO82_5-2,,59.1862,-30.9048,-1416,North Atlantic,1.2,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,1,0.1,0,0,0.7,96,1.5,0,,,0,0.1,0,0,,0,0,,,0,0,0.3,,,0.3,0,,
SO82_5-2,,59.1862,-30.9048,-1416,North Atlantic,1.21,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0.1,0,0.7,0.1,0,0,1,96.4,1.5,0,,,0,0,0,0,,0,0,,,0,0,0.2,,,0,0,,
SO82_5-2,,59.1862,-30.9048,-1416,North Atlantic,1.22,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,1,0.1,0,0,0.6,97.2,1.1,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
SO82_5-2,,59.1862,-30.9048,-1416,North Atlantic,1.23,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0.1,0,1.4,0.1,0,0,1.6,95.8,0.9,0,,,0,0,0,0,,0,0,,,0,0,0.1,,,0,0,,
SO82_5-2,,59.1862,-30.9048,-1416,North Atlantic,1.24,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,2.3,0.1,0,0,1.3,95.3,0.9,0,,,0,0,0,0,,0,0,,,0,0,0.1,,,0,0,,
SO82_5-2,,59.1862,-30.9048,-1416,North Atlantic,1.25,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0.1,0,1.5,0,0,0,1.8,95.1,1.2,0,,,0,0,0,0,,0,0,,,0,0,0.3,,,0,0,,
SO82_5-2,,59.1862,-30.9048,-1416,North Atlantic,1.26,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,1,0.1,0,0,1.5,95.1,1.9,0,,,0,0,0,0,,0,0,,,0,0,0.4,,,0,0,,
SO82_5-2,,59.1862,-30.9048,-1416,North Atlantic,1.27,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0.2,0,2.6,0,0,0,1.3,94.4,1.1,0,,,0,0,0,0,,0,0,,,0,0,0.4,,,0,0,,
SO82_5-2,,59.1862,-30.9048,-1416,North Atlantic,1.28,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,1.5,0,0,0,1.4,94.6,1.7,0,,,0,0,0,0,,0,0,,,0,0,0.8,,,0,0,,
SO82_5-2,,59.1862,-30.9048,-1416,North Atlantic,1.29,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0.3,0,8.3,0.6,0,0,17.4,63.6,4.4,0,,,0,0.9,0,0,,0.1,0,,,0,0,4.4,,,0,0,,
SO82_5-2,,59.1862,-30.9048,-1416,North Atlantic,1.3,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0.2,0,22.9,2,0,0,23.4,36.7,8.2,0,,,0,2.9,0,0,,0,0.4,,,0,0,3.3,,,0,0.2,,
SO82_5-2,,59.1862,-30.9048,-1416,North Atlantic,1.31,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,1,0,16.7,0.4,0,0,22.5,44.4,7.4,0,,,0,1.9,0,0,,0.8,0,,,0,0,4.8,,,0,0,,
SO82_5-2,,59.1862,-30.9048,-1416,North Atlantic,1.32,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,2.3,0,0,0,6,88,3.2,0,,,0,0,0,0,,0,0,,,0,0,0.5,,,0,0,,
SO82_5-2,,59.1862,-30.9048,-1416,North Atlantic,1.33,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,1.8,0,0,0,2.6,94.4,0.7,0,,,0,0,0,0,,0,0,,,0,0,0.5,,,0,0,,
SO82_5-2,,59.1862,-30.9048,-1416,North Atlantic,1.34,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0.3,0,1.6,0,0,0,1.9,94.3,1.6,0,,,0,0,0,0,,0,0,,,0,0,0.3,,,0,0,,
SO82_5-2,,59.1862,-30.9048,-1416,North Atlantic,1.35,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.8,0,0,0,1.3,95.8,1.8,0,,,0,0,0,0,,0,0,,,0,0,0.3,,,0,0,,
BOFS14K,,58.6288,-19.4349,,North Atlantic,0.36,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,2.4,0,0,0,3,86.5,4.5,0,,,0,0,0,0,,0,0,,,0,0,3.6,,,0,0,,
BOFS14K,,58.6288,-19.4349,,North Atlantic,0.38,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,5.5,0,0,0,4.4,81.3,5.2,0,,,0,0,0,0,,0,0.7,,,0,0,2.9,,,0,0,,
BOFS14K,,58.6288,-19.4349,,North Atlantic,0.4,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,2.6,0,0,0,4.8,85.9,2.6,0,,,0,0,0,0,,0,0.7,,,0,0,3.3,,,0,0,,
BOFS14K,,58.6288,-19.4349,,North Atlantic,0.42,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,5,0,0,0,3.4,83.8,2.8,0,,,0,0,0,0,,0,0.9,,,0,0,4,,,0,0,,
BOFS14K,,58.6288,-19.4349,,North Atlantic,0.44,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,3.6,0,0,0,1.2,90.1,2.7,0,,,0,0,0,0,,0,0.6,,,0,0,1.8,,,0,0,,
BOFS14K,,58.6288,-19.4349,,North Atlantic,0.46,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,8.4,0,0,0,8.4,75.3,3.4,0,,,0,0.6,0,0,,0,1.2,,,0,0,2.5,,,0,0,,
HU90-013-013,,58.2098,-48.3733,,North Atlantic,4.78,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.7,0,0,0,0.7,98,0.7,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
BOFS17K,,58.001,-16.5014,,North Atlantic,0.74,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,3.1,0,0,0,2.6,88.1,1.1,0,,,0,0,0,0,,0,0.6,,,0,0,4.3,,,0,0,,
BOFS17K,,58.001,-16.5014,,North Atlantic,0.76,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,1.4,0,0,0,2.2,90.2,2.4,0,,,0,0,0,0,,0,0,,,0,0,3.7,,,0,0,,
BOFS17K,,58.001,-16.5014,,North Atlantic,0.78,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,2.6,0,0,0,1.2,90.2,2.4,0,,,0,0,0,0,,0,0.5,,,0,0,2.9,,,0,0,,
BOFS17K,,58.001,-16.5014,,North Atlantic,0.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,7.1,0,0,0,4.5,78.1,3.8,0,,,0,0.2,0,0,,0.2,0.2,,,0,0,5.9,,,0,0,,
BOFS17K,,58.001,-16.5014,,North Atlantic,0.82,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,4.3,0,0,0,2.7,89.4,2,0,,,0,0,0,0,,0,0.2,,,0,0,1.6,,,0,0,,
BOFS17K,,58.001,-16.5014,,North Atlantic,0.84,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,6.8,0,0,0,5.7,79.3,2.3,0,,,0,0,0,0,,0,0,,,0,0,6,,,0,0,,
BOFS17K,,58.001,-16.5014,,North Atlantic,0.86,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,8.4,0,0,0,5.4,80.2,2.2,0,,,0,0,0,0,,0,0,,,0,0,3.8,,,0,0,,
BOFS17K,,58.001,-16.5014,,North Atlantic,0.88,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,9.1,0,0,0,4.3,76.6,2.2,0,,,0,0,0,0,,0,1.3,,,0,0,6.5,,,0,0,,
BOFS17K,,58.001,-16.5014,,North Atlantic,0.9,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,12.7,0,0,0,2.5,78,2.5,0,,,0,0,0,0,,0,1,,,0,0,3.3,,,0,0,,
BOFS17K,,58.001,-16.5014,,North Atlantic,0.92,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,18.5,0,0,0,7.7,64.2,2.5,0,,,0,0,0,0,,0,1.4,,,0,0,5.8,,,0,0,,
BOFS17K,,58.001,-16.5014,,North Atlantic,0.94,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,18.4,1,0,0,5,61.5,6.4,0,,,0,0.3,0,0,,0,2,,,0,0,5.4,,,0,0,,
BOFS17K,,58.001,-16.5014,,North Atlantic,0.96,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,23.1,2,0,0,9.2,55,2.8,0,,,0,0,0,0,,0,1.2,,,0,0,6.8,,,0,0,,
BOFS17K,,58.001,-16.5014,,North Atlantic,0.98,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,25.7,2,0,0,8.7,50.3,3.7,0,,,0,0.3,0,0,,0,1.5,,,0,0,7.9,,,0,0,,
BOFS17K,,58.001,-16.5014,,North Atlantic,1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,28.9,1.3,0,0,11.4,47.3,4,0,,,0,1,0,0,,0,0.3,,,0,0,5.4,,,0,0,,
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,31.4,1.3,0,0,7.7,49.9,3.7,0,,,0,0.7,0,0,,0.2,0.9,,,0,0,4.2,,,0,0,,
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,26.9,1,0,0,7,53.5,6,0,,,0,0.7,0,0,,0,1,,,0,0,3.5,,,0,0,,
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.7,0,0,0,4.2,91.9,1.9,0,,,0,0,0,0,,0,0,,,0,0,1.4,,,0,0,,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,1.7,0,0,0,1.4,89.2,1.7,0,,,0,0,0,0,,0,0,,,0,0,6.1,,,0,0,,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,2.1,0,0,0,0.7,93.3,0.4,0,,,0,0.4,0,0,,0,0.4,,,0,0,2.8,,,0,0,,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,4.8,0,0,0,4.4,86.5,0.6,0,,,0,0,0,0,,0,1.7,,,0,0,2.1,,,0,0,,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,3,0,0,0,1.1,90.6,0.8,0,,,0,0,0,0,,0,0.4,,,0,0,4.1,,,0,0,,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,2.3,0,0,0,2.6,88,0.6,0,,,0,0,0,0,,0,0.6,,,0,0,5.8,,,0,0,,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,4.1,0,0,0,3,90.8,0.6,0,,,0,0,0,0,,0,0.2,,,0,0,1.3,,,0,0,,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.4,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,2.2,0,0,0,1.1,93.3,1.1,0,,,0,0,0,0,,0,0.4,,,0,0,1.9,,,0,0,,
GIK17050-1,,55.47,-27.8883,-2795,North Atlantic,3.75,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,3.5,0,0,0,0.2,94.3,2,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK17050-1,,55.47,-27.8883,-2795,North Atlantic,3.85,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0.3,0,3.9,0,0,0,5.4,87.3,2.5,0,,,0,0,0,0,,0,0.2,,,0,0,0.4,,,0,0,,
GIK17050-1,,55.47,-27.8883,-2795,North Atlantic,3.95,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,15.4,0,0,0,5.5,72.6,4.9,0,,,0,0.4,0,0,,0,0.4,,,0,0,0.8,,,0.2,0,,
GIK17049-6,,55.26,-26.725,-3331,North Atlantic,1.6,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,1.4,0,0,0,1.2,96.2,1.1,0,,,0,0,0,0,,0,0,,,0,0,0,,,0.1,0,,
GIK23419-8,,54.9617,-19.755,-1491,North Atlantic,0.4,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0.5,0,,0,0,3.5,0,0,0,1.6,86.5,2.3,0,,,0,0.1,0,0,,0,0,,,0,0,3.4,,,0.1,0,,
